stadium	USA,stadium,Los Angeles Stadium,159
stadium	USA,stadium,Mexico City Stadium,259
stadium	USA,stadium,New York New Jersey Stadium,903
stadium	USA,stadium,Toronto Stadium,75
stadium	USA,stadium,Unknown Stadium,47
team	Argentina,Argentina,4146
team	Argentina,Brazil,1499
team	Argentina,Spain,547
team	Argentina,Unknown Team,77
team	Brazil,Argentina,1752
team	Brazil,Brazil,3742
team	Brazil,Portugal,561
team	Brazil,Unknown Team,89
team	Canada,Argentina,1742
team	Canada,Canada,3736
team	Canada,France,615
team	Canada,Unknown Team,80
team	Germany,Argentina,1800
team	Germany,France,542
team	Germany,Germany,3718
team	Germany,Unknown Team,74
team	Iran,Argentina,1697
team	Iran,Germany,605
team	Iran,Iran,3740
team	Iran,Unknown Team,87
team	Japan,Argentina,1800
team	Japan,Japan,3682
team	Japan,South Korea,620
team	Japan,Unknown Team,104
team	Mexico,Argentina,1756
team	Mexico,Mexico,3735
team	Mexico,USA,559
team	Mexico,Unknown Team,86
team	USA,Argentina,1779
team	USA,Mexico,597
team	USA,USA,3679
team	USA,Unknown Team,87
